req,keyword,is_anchor,v
R14,울산정형외과,0,"31.55631,35.6054,29.18783,28.46869,27.94496,29.86007,32.74446,33.0415,38.91972,35.07386,28.96896,29.98514,35.86336,32.54123,27.8199,28.03877,30.37598,25.38106,30.89189,29.91479,35.33963,33.24474,31.30618,33.21347,31.28273,37.15313,27.49941,42.5467,47.59634,44.24294,52.75541,31.5485,34.05768,32.08786,30.81372,31.26709"
R15,서울피부과,1,"86.35007,91.25702,76.14992,77.12429,91.17801,90.85323,89.99297,88.08813,92.55617,85.20891,99.81566,100,89.09761,83.90098,75.24578,76.44838,93.11797,84.18188,84.02387,80.3283,86.08672,83.23384,90.68644,91.0639,77.46664,84.96313,63.72015,69.9087,75.49157,71.06741,69.54002,69.25912,71.62921,69.72436,75.43012,75.39501"
R15,광주성형외과,0,"34.56811,35.02457,40.41432,49.38553,57.44382,44.07478,41.99438,36.77141,47.94592,53.95891,59.80512,51.46594,38.66748,39.80863,42.37183,48.2356,53.04599,41.45891,39.76474,36.85919,36.98209,38.13202,33.94487,37.44733,66.63448,92.95119,71.04108,89.18539,62.9389,33.94487,33.26896,45.82162,36.36762,28.90625,31.73279,36.7363"
R15,울산성형외과,0,"18.81144,18.93433,19.73314,22.20856,23.36727,19.69803,20.65484,25.03511,28.74824,26.38693,26.71172,29.02036,22.56846,19.33813,17.9073,19.99648,20.66362,18.43398,18.04775,16.30969,16.95049,17.00316,16.97682,17.65273,16.03757,18.27598,16.16046,22.73525,22.61235,17.74051,15.5811,14.33462,14.79108,13.55337,14.84375,13.85182"
R15,광주한의원,0,"16.29213,16.94171,13.92205,14.36095,16.44136,18.76755,18.60955,19.27668,16.69592,20.89185,19.59269,16.9066,33.32162,17.51228,17.40695,15.47577,18.16186,24.11341,17.64396,14.09761,12.52633,17.45962,15.89712,24.38553,22.55091,36.2974,13.76404,13.77282,13.64992,16.09901,17.13483,19.83848,20.93574,19.78581,19.52247,18.20575"
R15,울산한의원,0,"18.61832,19.70681,17.79318,17.28405,16.88026,18.01264,17.24894,16.66959,18.96067,17.33672,38.10568,52.90554,29.05547,16.66959,17.19627,15.63377,29.94206,23.75351,17.8283,21.86622,32.64571,52.74754,31.59234,52.74754,51.23771,45.19838,16.94171,18.48665,18.31987,17.96875,15.94101,16.16924,15.95856,14.28195,15.73911,16.7047"
R16,서울피부과,1,"19.36379,20.46416,17.07643,17.29493,20.44644,20.37361,20.1807,19.75354,20.75549,19.10789,22.38341,22.42475,19.97992,18.81459,16.87368,17.14336,20.88147,18.87758,18.84214,18.01342,19.30473,18.66498,20.33621,20.42085,17.3717,19.05277,14.28908,15.67685,16.9288,15.93669,15.59418,15.53119,16.06267,15.63551,16.91502,16.90714"
R16,강남피부과,0,"28.2022,48.83958,51.44386,37.31816,36.97761,51.23127,41.33186,43.60544,61.75272,61.74287,55.98905,37.09572,35.35166,31.71591,29.50138,30.20806,34.76309,32.70014,34.4501,35.24536,36.89494,34.46388,39.82598,45.32587,42.18617,35.73945,30.71593,32.43636,35.50717,32.2592,36.47369,38.98545,49.45178,47.2845,33.82807,37.48745"
R16,강남치과,0,"8.70258,26.79081,46.85931,17.78901,12.85801,10.87773,11.76945,12.75959,10.66317,24.5999,18.23389,18.79293,18.41105,11.56079,10.95254,16.02527,20.88935,27.24552,26.779,58.33152,82.22672,54.97529,100,58.37877,35.66268,36.64297,43.27277,27.03293,17.7024,21.48579,18.70435,22.4838,18.64136,17.45438,25.26131,34.37137"
R16,부평치과,0,"8.68683,30.31436,42.73734,24.93651,25.84004,16.4229,16.25361,11.89346,26.36759,21.04289,15.47607,17.02328,12.42298,12.69463,15.07253,10.18483,10.35412,11.54307,19.2634,26.21995,41.25312,34.32019,31.12734,33.29068,40.56219,34.39105,10.68089,13.01155,9.11202,9.11793,11.26946,9.46831,13.62965,13.62571,13.70445,13.34619"
R16,서면피부과,0,"24.49164,34.42845,36.88706,34.19814,32.70801,49.96948,36.44613,30.22578,26.92269,27.7711,40.51888,57.29021,57.12879,46.31011,40.85352,42.09365,56.88667,62.15625,64.07944,58.13468,62.91017,68.43566,44.54439,29.26714,37.30044,46.86128,24.56644,30.53089,28.72384,25.01328,27.50733,23.91882,30.61553,30.43444,46.09751,40.16456"
R17,서울피부과,1,"1.37826,1.45658,1.21545,1.231,1.45532,1.45014,1.43641,1.406,1.47732,1.36005,1.59319,1.59613,1.42212,1.33917,1.20102,1.22022,1.48629,1.34365,1.34113,1.28215,1.37406,1.32852,1.44748,1.4535,1.23647,1.35612,1.01706,1.11583,1.20494,1.13433,1.10995,1.10547,1.1433,1.11289,1.20396,1.2034"
R17,피부과,0,"72.57731,77.2081,62.04031,61.19909,69.22909,70.06513,71.15785,75.17622,82.40535,77.14659,81.20587,85.82531,75.8063,68.67818,59.7411,61.26536,70.01806,67.00008,71.06076,67.37697,76.43581,75.59389,79.62444,80.83808,70.46291,78.94421,57.94909,60.01515,64.87166,62.19527,64.23052,64.70661,73.20445,68.97633,71.0955,72.95071"
R17,치과,0,"36.46288,42.403,37.21541,41.19609,40.02056,40.99069,39.99254,39.17822,42.94817,39.41066,39.92977,41.7662,37.48344,37.62327,34.89196,38.39991,39.6361,37.46131,38.93989,35.16294,39.38446,37.18879,38.55403,40.1213,34.74008,40.75937,32.93504,38.11856,35.0877,34.83073,36.05096,32.86667,36.44018,34.94478,35.93214,38.22435"
R17,한의원,0,"25.90865,30.10691,24.44197,23.88251,25.35577,25.7174,27.12649,27.57582,30.5278,28.0379,28.7414,29.90459,29.34359,28.14677,23.83039,22.96577,26.02522,22.1911,26.26761,24.15909,26.85789,25.50219,24.39195,26.21801,23.7913,28.10151,20.72708,20.88513,20.93739,20.76323,22.26185,20.79658,24.20266,22.86433,22.63525,23.68061"
R17,내과,0,"68.79643,84.56249,83.97137,100,85.27159,71.25593,66.31144,66.87888,69.58427,59.95841,66.2928,81.49296,62.7375,68.77359,62.9691,83.76358,92.80995,57.25022,67.94008,60.71851,62.20354,55.78116,55.18149,60.79011,61.29604,71.61027,73.40845,65.43266,65.21899,61.69172,56.36892,53.17707,54.87535,49.68033,49.33846,53.1971"
R18,서울피부과,1,"1.52788,1.6147,1.34739,1.36463,1.6133,1.60755,1.59233,1.55863,1.63769,1.50768,1.76614,1.7694,1.57649,1.48454,1.3314,1.35267,1.64763,1.48951,1.48672,1.42133,1.52322,1.47274,1.6046,1.61128,1.37069,1.50334,1.12746,1.23696,1.33575,1.25746,1.23044,1.22547,1.2674,1.2337,1.33466,1.33404"
R18,정형외과,0,"83.32269,89.74765,74.53345,71.03348,72.68981,72.44689,81.97141,89.12171,100,90.2807,84.95215,87.67863,86.51436,84.82603,72.36457,66.9321,70.97865,64.34463,79.66367,76.23048,86.72528,82.70405,77.84518,79.7567,76.62468,84.74495,64.8182,65.28292,64.62638,59.45299,69.07443,68.66935,80.1961,75.03684,71.43203,73.26635"
R18,안과,0,"57.45573,57.55001,46.13292,44.85573,45.12412,46.36186,50.26008,63.78579,63.10782,56.34877,55.46795,60.72615,55.22829,49.474,43.04547,41.80556,43.57247,42.80628,50.93184,59.5774,61.16912,54.27789,53.57445,55.93142,51.52547,55.6534,40.70558,41.50688,41.23615,40.04361,44.97843,55.67142,52.10031,50.15679,50.69513,53.9598"
R18,성형외과,0,"6.01833,6.31499,6.31405,6.64737,7.63319,6.22692,6.47621,6.28454,6.39467,6.06679,6.1884,5.8978,5.79575,5.87217,5.86906,6.38907,6.66539,5.64509,5.5067,5.18271,5.37732,5.1928,5.35402,5.58638,5.16702,5.14947,4.96666,6.44949,6.42262,5.63608,4.69888,4.81304,4.72218,4.33295,4.11007,4.18959"
R18,병원,0,"38.01451,46.29042,39.57268,46.75948,34.77532,34.19691,34.31355,33.49937,35.66856,31.18432,28.21896,36.28254,34.63304,33.26949,29.12929,38.23351,45.33333,21.00435,31.89072,32.09279,30.74291,25.50552,21.5326,24.73607,26.33151,38.31102,34.95782,27.98008,25.58862,28.3266,26.09015,24.31593,26.33912,20.88258,19.12685,21.42807"
R19,서울피부과,1,"8.24407,8.71255,7.27024,7.36326,8.70501,8.674,8.59187,8.41001,8.83659,8.13513,9.52967,9.54727,8.50639,8.01025,7.18392,7.29873,8.89022,8.03707,8.02199,7.66916,8.21893,7.94656,8.65808,8.69412,7.39595,8.11166,6.08353,6.67437,7.20738,6.785,6.63917,6.61235,6.83863,6.65677,7.20152,7.19816"
R19,임플란트,0,"33.51351,34.35912,33.35009,36.20958,41.34778,35.17875,38.33408,33.61241,34.04233,32.21702,34.05658,31.08479,28.65439,31.62534,34.18397,33.71381,33.00983,35.46705,34.83515,30.20817,29.32652,28.63512,27.84314,26.88104,25.15043,22.51219,23.28656,27.52635,38.12624,19.853,21.40091,19.63845,18.06875,17.69078,18.06037,20.23264"
R19,라식,0,"13.52558,13.20712,15.27547,18.57913,21.57858,19.22445,17.77543,13.35713,12.98587,13.69152,14.56395,14.39801,12.63304,12.58862,16.08001,16.25601,17.83074,14.54802,11.87123,10.70967,10.65101,10.67615,11.39605,11.70027,11.12954,9.79282,11.1329,12.5903,12.64896,9.14835,7.582,6.91155,6.47659,6.33328,7.23001,6.95345"
R19,도수치료,0,"48.46214,47.16062,45.1392,41.41566,48.11266,52.32061,46.48933,45.14423,47.00474,45.58086,48.49985,48.59958,45.67891,40.23315,45.39816,38.89224,75.94324,38.6735,46.19097,40.7209,36.0889,34.09597,35.89279,34.62563,33.66688,28.3485,30.20901,68.42242,47.90985,32.0712,29.42961,43.37423,42.72053,100,72.7326,30.03972"
R19,여드름치료,0,"2.87373,3.08157,2.70277,2.74048,3.31456,2.95419,2.55024,3.20393,2.31977,2.23764,2.83099,2.8972,2.70528,2.76311,2.63907,2.55527,3.73024,3.50312,2.6265,2.25775,2.2435,2.30468,2.70863,2.7564,2.51169,2.57538,2.34156,2.88379,3.09079,2.19992,1.91163,1.50265,1.45488,1.43561,1.69373,1.50936"
R20,서울피부과,1,"0.01288,0.01361,0.01136,0.0115,0.0136,0.01355,0.01342,0.01314,0.0138,0.01271,0.01489,0.01491,0.01329,0.01251,0.01122,0.0114,0.01389,0.01255,0.01253,0.01198,0.01284,0.01241,0.01352,0.01358,0.01155,0.01267,0.0095,0.01043,0.01126,0.0106,0.01037,0.01033,0.01068,0.0104,0.01125,0.01124"
R20,날씨,0,"48.70957,35.04784,54.50957,55.23728,48.13055,49.96504,60.35387,53.09006,50.8035,51.24918,100,52.70255,54.34313,49.56759,50.10832,34.19,41.35928,41.65885,58.47899,62.15679,63.20352,62.25255,60.2023,63.72432,65.91925,58.06392,37.95628,52.1107,45.43713,39.10839,44.22487,51.56853,51.23856,44.164,74.39954,58.04322"
R20,지하철,0,"0.48332,0.46931,0.58378,0.45054,0.40701,0.41045,0.44518,0.41416,0.41165,0.36395,0.42189,0.37677,0.35475,0.404,0.5691,0.47947,0.32389,0.3339,0.3959,0.35802,0.38959,0.36343,0.38777,0.33335,0.3359,0.34451,0.33847,0.44855,0.31572,0.27472,0.32033,0.30814,0.33661,0.27982,0.28497,0.26646"
R20,환율,0,"15.28601,15.91687,18.27815,15.07574,15.3533,11.79965,13.28421,18.13555,14.67904,13.30653,14.6571,16.82308,12.5935,14.70444,18.83235,35.09748,22.3708,17.26456,16.5802,26.18376,23.85831,19.12725,17.36622,15.50432,16.49182,22.646,26.92693,32.52978,33.56051,20.41755,41.53425,26.73546,21.77606,29.98757,27.22484,24.33564"
R20,로또,0,"8.8972,8.74969,7.92179,9.26177,8.88239,8.83074,10.23863,8.62183,8.5265,9.21445,9.74247,10.52149,9.41655,10.06794,18.80724,22.67801,20.6377,19.58662,22.95616,18.1378,19.25821,20.02002,17.95128,20.43339,18.71595,18.7818,22.2791,18.35177,22.13183,21.16759,23.50538,19.06135,21.85906,19.17129,18.37055,21.41313"
