시도,시군구,행정동,행정동코드,인구,남,여,최근증감,면적_km2,인구_0~9,인구_10~19,인구_20~39,인구_40~59,인구_65+,인구_여20~49
인천,미추홀구,주안1동,2817762000,19885,10645,9240,-8,0.654,749,973,7106,6459,3209,4601
인천,미추홀구,주안2동,2817763000,22421,11177,11244,923,0.945,1632,1486,5999,6988,5382,4469
인천,미추홀구,주안3동,2817764000,12081,6029,6052,-3,0.451,728,849,2978,3724,2921,2276
인천,미추홀구,주안4동,2817765000,19715,9708,10007,-27,0.986,1355,1265,4761,5883,4916,3684
인천,미추홀구,주안5동,2817766000,18956,9487,9469,-33,1.15,812,1053,5000,5726,4722,3489
인천,미추홀구,주안6동,2817767000,20862,10324,10538,-6,0.635,1045,1838,5115,6765,4622,4049
인천,미추홀구,주안7동,2817768000,12067,5832,6235,3,0.472,441,733,2404,3619,3711,1808
인천,미추홀구,주안8동,2817769000,18427,8991,9436,-25,0.719,555,1404,3880,5799,4972,2931
인천,미추홀구,관교동,2817770000,13770,6771,6999,-1,0.945,434,1133,2923,4226,3776,2299
인천,미추홀구,문학동,2817771000,13854,7680,6174,53,1.715,424,1033,3325,5364,2528,2393
인천,연수구,옥련1동,2818563000,17155,8425,8730,-14,2.187,649,1520,3715,5453,4135,2815
인천,연수구,옥련2동,2818564000,19591,9619,9972,-17,1.885,1086,1871,4483,6240,4046,3499
인천,연수구,선학동,2818575000,17435,9036,8399,-6,2.352,788,1038,4067,5214,4522,2790
인천,연수구,연수1동,2818576100,16032,8800,7232,-14,1.62,398,987,4077,5140,3677,2478
인천,연수구,연수2동,2818576200,19037,9396,9641,13,1.022,769,1367,5310,5558,4257,3641
인천,연수구,연수3동,2818576300,14237,6764,7473,-10,0.908,421,922,3437,3966,3961,2459
인천,연수구,청학동,2818576600,21669,11297,10372,-25,2.383,575,1319,4756,6654,5835,3103
인천,연수구,동춘1동,2818578000,25304,12332,12972,-59,3.834,2002,2583,5966,8409,4104,5050
인천,연수구,동춘2동,2818579000,16368,7920,8448,-22,1.236,780,1442,4224,5072,3243,3103
인천,연수구,동춘3동,2818579500,17290,8377,8913,-27,0.72,870,2489,3574,5893,3019,3211
인천,연수구,송도1동,2818582000,36150,17649,18501,-35,5.561,2096,4841,9908,11847,4886,7995
인천,연수구,송도2동,2818583000,37352,18271,19081,-17,3.715,3531,7195,6936,14813,3140,8237
인천,연수구,송도3동,2818584000,49880,24366,25514,-10,28.982,5041,6698,14417,17116,4235,12562
인천,연수구,송도4동,2818585000,56032,27560,28472,101,6.802,7160,7623,13648,21249,3939,13678
인천,연수구,송도5동,2818586000,46758,23202,23556,124,8.57,5902,5663,12440,16657,3804,11404
인천,남동구,구월1동,2820051000,30030,14572,15458,-35,2.823,1662,3064,7342,9759,5819,6195
인천,남동구,구월2동,2820052000,36517,17898,18619,-22,0.821,2515,4432,8154,12217,6522,7209
인천,남동구,구월3동,2820052100,28008,14180,13828,5,0.74,826,1552,10973,8453,4354,7306
인천,남동구,구월4동,2820052200,12577,6406,6171,-19,1.024,249,624,2731,3845,3739,1874
인천,남동구,간석1동,2820053000,18417,9036,9381,-8,0.932,695,1152,5037,5521,4460,3532
인천,남동구,간석2동,2820054000,20355,10141,10214,-56,0.611,922,1895,4649,6463,4654,3726
인천,남동구,간석3동,2820055000,24732,12433,12299,47,1.636,917,1685,5631,7823,6265,4206
인천,남동구,간석4동,2820055100,27677,13750,13927,25,1.056,1114,1986,7185,8660,6287,5326
인천,남동구,만수1동,2820056000,15055,7315,7740,49,0.659,386,712,3252,4443,4645,2281
인천,남동구,만수2동,2820057000,21934,10681,11253,-50,1.312,918,2043,4678,7246,5084,3796
인천,남동구,만수3동,2820058000,15552,7801,7751,-28,0.877,695,1372,3462,4928,3598,2626
인천,남동구,만수4동,2820058100,18052,8673,9379,14,0.936,673,1338,4109,5466,4682,3023
인천,남동구,만수5동,2820058200,13893,6939,6954,-12,0.526,392,704,3121,3968,4216,2113
인천,남동구,만수6동,2820058300,21627,10372,11255,9,1.708,616,1716,4483,6688,5833,3390
인천,남동구,장수서창동,2820065000,18118,9057,9061,-1,11.506,772,1827,3504,5891,4440,2840
인천,남동구,서창2동,2820065500,37307,18493,18814,-44,2.566,3041,5067,7494,13239,6136,7735
인천,남동구,남촌도림동,2820066000,18594,9478,9116,-36,9.693,591,1369,3779,5908,4877,2736
인천,남동구,논현1동,2820069000,30990,15516,15474,65,4.049,1601,3230,7200,10591,5811,5677
인천,남동구,논현2동,2820070000,30616,15423,15193,-77,3.312,1127,2787,7780,9796,6528,5441
인천,남동구,논현고잔동,2820071000,39098,19334,19764,-20,10.813,2582,5281,8796,14396,5384,7943
인천,부평구,부평1동,2823751000,34433,16550,17883,4,1.089,1315,2248,10306,10489,7230,7455
인천,부평구,부평2동,2823752000,16750,8240,8510,51,2.242,846,1042,4801,5020,3622,3441
인천,부평구,부평3동,2823753000,14210,7028,7182,-314,0.992,867,798,3544,4009,3240,2613
인천,부평구,부평4동,2823754000,32903,16130,16773,17,1.034,1273,2200,9626,10387,6770,7075
인천,부평구,부평5동,2823755000,32878,16144,16734,-56,0.815,2020,2608,9778,10652,5549,7444
인천,부평구,부평6동,2823756000,19118,9423,9695,-25,0.831,1209,1166,5606,5867,3793,4190
인천,부평구,산곡1동,2823757000,14167,6960,7207,-39,2.327,1144,1050,3926,4345,2713,3072
인천,부평구,산곡2동,2823758000,28506,13941,14565,0,0.85,1498,3306,6169,9394,5624,5242
인천,부평구,산곡3동,2823758100,19591,9431,10160,-1,1.59,662,1458,4043,5701,5795,3017
인천,부평구,산곡4동,2823758200,16132,7655,8477,-33,0.488,698,1423,3760,4969,3697,2896
인천,부평구,청천1동,2823759100,22713,11463,11250,-4,2.085,2772,1536,6531,7273,3139,5268
인천,부평구,청천2동,2823759200,32609,16323,16286,-7,2.799,1959,2542,8536,9912,6701,6212
인천,부평구,갈산1동,2823764100,13902,7019,6883,1,1.085,461,832,3456,4383,3290,2358
인천,부평구,갈산2동,2823764200,16989,8177,8812,-14,0.673,601,1131,3949,4837,4749,2941
인천,부평구,삼산1동,2823764600,30964,15081,15883,-69,1.973,1385,2791,6956,10235,6666,5557
인천,부평구,삼산2동,2823764800,26748,12884,13864,-13,1.37,1330,3429,5668,9581,4522,4999
인천,부평구,부개1동,2823765000,14679,7300,7379,10,0.862,435,827,3131,4288,4526,2276
인천,부평구,부개2동,2823766000,18726,9047,9679,-9,0.722,986,1587,4587,5859,4056,3632
인천,부평구,부개3동,2823766100,27092,12834,14258,-72,0.858,938,2222,6991,8524,5637,5367
인천,부평구,일신동,2823767000,11079,5569,5510,-13,4.267,558,834,2501,3238,2883,1787
인천,부평구,십정1동,2823768000,23630,11752,11878,-18,1.798,1899,1526,7465,6606,4386,5262
인천,부평구,십정2동,2823769000,20372,10626,9746,-34,1.097,554,1232,4406,6308,5686,3160
인천,계양구,효성1동,2824560100,25432,12708,12724,-46,2.087,1280,1814,5991,7816,5866,4420
인천,계양구,효성2동,2824560200,29093,14568,14525,-50,2.862,1226,2217,6952,9086,6400,5001
인천,계양구,계산1동,2824561100,17220,9109,8111,-28,1.44,374,906,4158,5269,4538,2734
인천,계양구,계산2동,2824561200,13779,6834,6945,5,1.641,357,684,3282,3997,3841,2220
인천,계양구,계산3동,2824561300,16842,8030,8812,-37,0.496,457,985,4660,4977,3695,3234
인천,계양구,계산4동,2824561400,22079,11209,10870,-37,0.918,869,2205,5501,7531,3646,4101
인천,계양구,작전1동,2824562100,25417,12477,12940,2,0.819,1047,2052,6255,8243,5286,4671
인천,계양구,작전2동,2824562200,23331,11390,11941,35,0.989,1353,1422,5955,7121,5154,4408
인천,계양구,작전서운동,2824564000,31670,15611,16059,-40,3.258,1596,2813,7908,10868,5419,6029
인천,계양구,계양1동,2824571000,18478,9128,9350,-15,16.867,700,1359,4214,5699,4431,3146
인천,계양구,계양2동,2824572000,30155,14990,15165,-21,4.058,955,1793,7480,9370,7136,5146
인천,계양구,계양3동,2824573000,22813,11283,11530,-22,9.794,1206,2574,4719,8197,4224,4305
인천,서구,검암경서동,2826051500,43333,22273,21060,-35,15.409,2412,4204,12327,15406,6052,9420
인천,서구,연희동,2826053000,36003,18324,17679,-49,9.302,1082,2434,8891,11419,8259,6025
인천,서구,청라1동,2826053600,30445,15138,15307,27,2.457,2637,4244,8534,10938,2665,7322
인천,서구,청라2동,2826053700,47814,23622,24192,-34,4.84,4138,7189,11495,17287,4906,10859
인천,서구,청라3동,2826053900,36919,18312,18607,94,12.122,3673,5126,10123,13279,2989,9184
인천,서구,가정1동,2826054200,42301,20887,21414,1066,2.523,4435,4314,11587,13803,5828,9903
인천,서구,가정2동,2826054300,17131,8688,8443,-6,1.273,2004,1259,5200,5540,1974,4052
인천,서구,가정3동,2826054400,8264,4103,4161,-7,0.585,261,519,2096,2443,1896,1424
인천,서구,석남1동,2826055000,19693,10115,9578,0,1.095,588,1192,4617,6031,5037,3156
인천,서구,석남2동,2826056000,11594,5962,5632,-9,2.699,387,697,2515,3468,3247,1751
인천,서구,석남3동,2826056100,12747,6388,6359,-77,1.463,398,822,3111,3938,3103,2167
인천,서구,신현원창동,2826057500,28521,14343,14178,-71,8.975,1631,2687,6394,9140,5920,5071
인천,서구,가좌1동,2826058000,12296,6536,5760,-24,4.357,534,650,3306,3665,2841,2138
인천,서구,가좌2동,2826059000,17887,8731,9156,-32,0.77,796,1492,4190,5312,4226,3076
인천,서구,가좌3동,2826060000,14773,7528,7245,-25,1.868,382,842,3419,4266,4200,2290
인천,서구,가좌4동,2826061000,12133,6182,5951,0,1.959,770,802,2912,3682,2815,2210
인천,서구,검단동,2826068000,32218,16857,15361,36,8.07,1805,2988,8677,11467,5603,6265
인천,서구,불로대곡동,2826069000,48409,24128,24281,726,10.774,5840,5461,12737,16792,5521,10848
인천,서구,원당동,2826070000,22794,11577,11217,272,2.549,1361,2688,6069,8710,3345,4845
인천,서구,당하동,2826071000,43306,21477,21829,92,6.125,3693,3946,12162,14580,6131,9723
인천,서구,오류왕길동,2826072000,25498,12950,12548,29,27.724,1526,2488,5967,8733,4677,4777
인천,서구,마전동,2826073000,21012,10408,10604,-5,1.124,1086,2510,5247,7249,3222,4175
인천,서구,아라1동,2826075000,46901,23287,23614,438,2.385,7478,4908,14445,15174,3256,12470
인천,서구,아라2동,2826076000,30883,15179,15704,5,1.565,5024,4801,7876,12015,2461,8265
인천,강화군,강화읍,2871025000,21381,10515,10866,-39,25.428,993,1859,3473,6138,7000,2889
인천,강화군,선원면,2871031000,10204,5029,5175,9,23.523,535,803,1678,2944,3221,1451
인천,강화군,불은면,2871032000,4964,2502,2462,-4,33.999,114,204,488,1096,2504,411
인천,강화군,길상면,2871033000,7217,3659,3558,-11,44.739,193,374,851,1730,3112,692
인천,강화군,화도면,2871034000,4484,2297,2187,-3,43.037,102,174,431,1003,2262,319
인천,강화군,양도면,2871035000,4200,2116,2084,10,39.141,110,197,359,916,2116,306
인천,강화군,내가면,2871036000,2887,1416,1471,9,34.993,79,73,259,613,1547,205
인천,강화군,하점면,2871037000,4012,2059,1953,11,36.947,104,130,402,772,2132,276
인천,강화군,양사면,2871038000,1928,971,957,8,31.162,57,69,148,412,995,135
인천,강화군,송해면,2871039000,3185,1603,1582,-1,22.502,101,136,313,692,1568,235
인천,강화군,교동면,2871040000,2628,1361,1267,5,47.73,33,86,211,477,1461,139
인천,강화군,삼산면,2871041000,1970,1049,921,2,55.363,36,67,152,399,1065,94
인천,강화군,서도면,2871042000,355,189,166,0,17.763,7,9,27,61,194,24
인천,강화군,서도면볼음출장소,2871042500,266,145,121,-4,—,3,4,17,35,167,11
인천,옹진군,북도면,2872031000,1135,600,535,-7,20.619,11,44,123,255,559,90
인천,옹진군,북도면장봉출장소,2872031500,948,496,452,2,—,4,11,79,264,468,51
인천,옹진군,백령면,2872033000,4442,2594,1848,-36,53.189,176,235,1265,1031,1328,526
인천,옹진군,대청면,2872034000,1123,652,471,-9,17.836,23,46,218,278,428,101
인천,옹진군,대청면소청출장소,2872034500,233,148,85,3,—,4,1,55,32,116,11
인천,옹진군,덕적면,2872035000,1836,1025,811,-4,44.047,24,46,193,357,955,104
인천,옹진군,영흥면,2872036000,6451,3615,2836,8,30.149,162,369,950,1836,2327,589
인천,옹진군,자월면,2872037000,927,500,427,-2,23.863,19,17,92,224,454,57
인천,옹진군,자월면이작출장소,2872037500,358,189,169,1,—,6,23,30,72,179,20
인천,옹진군,연평면,2872038000,1887,1206,681,8,8.92,53,63,605,480,499,191
광주,동구,충장동,2911052500,5929,2865,3064,-29,1.068,95,138,2900,1275,1179,1927
광주,동구,동명동,2911054500,3421,1761,1660,-2,0.447,48,166,1264,751,1018,700
광주,동구,계림1동,2911056000,9717,5078,4639,-36,0.624,836,561,2635,2785,2193,1868
광주,동구,계림2동,2911057000,14117,6800,7317,419,0.556,1728,1409,3604,4403,2586,3106
광주,동구,산수1동,2911059000,7466,3692,3774,-13,0.569,358,613,1676,2211,2024,1275
광주,동구,산수2동,2911060000,9136,4412,4724,-39,0.882,420,674,1754,2574,2917,1374
광주,동구,지산1동,2911062000,3896,2022,1874,-16,0.346,83,293,1294,940,1032,711
광주,동구,지산2동,2911063000,4015,2076,1939,-26,2.404,96,295,1132,1057,1155,665
광주,동구,서남동,2911065500,3514,1780,1734,18,1.537,33,152,1760,654,696,979
광주,동구,학동,2911068500,6948,3265,3683,17,0.681,484,571,1639,1976,1798,1332
광주,동구,학운동,2911071000,10326,4820,5506,-12,11.292,314,776,1802,2671,3851,1423
광주,동구,지원1동,2911073000,8680,4220,4460,-45,1.13,546,713,1870,2486,2335,1502
광주,동구,지원2동,2911074000,18035,8650,9385,-41,26.522,1493,1453,4347,5606,3654,3543
광주,서구,양동,2914057500,2662,1284,1378,-16,0.503,56,91,375,646,1267,274
광주,서구,양3동,2914059000,4000,1935,2065,-8,0.283,187,335,687,1189,1275,596
광주,서구,농성1동,2914065000,11241,5520,5721,-33,0.929,494,556,3176,3311,2846,2293
광주,서구,농성2동,2914066000,4164,2162,2002,1,0.449,74,149,1077,1132,1288,737
광주,서구,광천동,2914073000,4926,2472,2454,-10,1.141,356,409,1173,1666,931,956
광주,서구,유덕동,2914074000,9809,5056,4753,-14,6.126,462,987,2404,3467,1709,1744
광주,서구,치평동,2914074500,28774,13622,15152,-63,2.715,1364,2555,8681,9241,4666,6574
광주,서구,상무1동,2914075100,24478,12359,12119,-40,1.466,1105,2095,7603,7879,4105,5284
광주,서구,상무2동,2914075200,21782,10695,11087,-10,1.669,630,1340,6325,5966,5653,4238
광주,서구,화정1동,2914076000,15451,7492,7959,-45,0.877,597,922,4940,4504,3408,3436
광주,서구,화정2동,2914077000,19019,9446,9573,-9,0.885,1611,2607,3709,6305,3565,3715
광주,서구,화정3동,2914078000,8502,4111,4391,-8,0.708,284,731,1798,2447,2468,1370
광주,서구,화정4동,2914079000,18772,8995,9777,-32,1.09,1404,1858,4174,5529,4340,3382
광주,서구,서창동,2914080000,7170,3688,3482,139,19.229,517,624,1554,2355,1595,1184
광주,서구,금호1동,2914082100,20863,9926,10937,12,1.94,1188,1927,4710,6452,4697,3644
광주,서구,금호2동,2914082400,25488,12390,13098,-80,1.435,1503,3131,5869,9324,3666,4896
광주,서구,풍암동,2914083000,32740,16096,16644,-54,4.777,1559,3810,7536,12150,5418,6159
광주,서구,동천동,2914084000,14783,6989,7794,-31,1.21,776,2115,2885,5287,2595,2726
광주,남구,양림동,2915551000,6077,2714,3363,-9,0.619,173,590,1087,1774,1963,957
광주,남구,방림1동,2915552000,6114,2893,3221,-18,0.363,377,653,1255,1934,1506,1146
광주,남구,방림2동,2915553000,8853,4127,4726,-22,0.742,447,755,1746,2534,2610,1384
광주,남구,봉선1동,2915553700,13356,6197,7159,-81,0.748,586,1431,2984,4109,3278,2501
광주,남구,봉선2동,2915553800,27220,12654,14566,-64,1.883,2061,5007,4388,9751,4408,5279
광주,남구,사직동,2915554500,4336,2260,2076,2,0.581,168,231,853,1229,1454,612
광주,남구,월산동,2915560500,10963,5465,5498,-19,0.88,870,785,2637,3303,2661,2032
광주,남구,월산4동,2915563000,7475,3834,3641,-11,0.64,142,433,1660,2118,2411,1132
광주,남구,월산5동,2915564000,5440,2712,2728,-4,0.401,97,258,1174,1417,1920,763
광주,남구,백운1동,2915567000,11101,5172,5929,-33,0.451,503,1092,2184,3301,3158,1862
광주,남구,백운2동,2915568000,6688,3309,3379,13,0.466,365,473,1877,1910,1582,1363
광주,남구,주월1동,2915569000,20013,9584,10429,-64,1.55,1093,2073,4459,6405,4400,3700
광주,남구,주월2동,2915570000,6880,3363,3517,-21,0.817,219,483,1237,1964,2337,971
광주,남구,진월동,2915570500,26921,12442,14479,-60,2.742,1242,3664,5608,8635,5673,4997
광주,남구,효덕동,2915571000,14736,6961,7775,-5,6.649,797,1647,3458,4443,3409,2975
광주,남구,송암동,2915572000,20443,9990,10453,-38,5.702,2202,2675,4836,6762,2737,4448
광주,남구,대촌동,2915573000,9031,4421,4610,-2,34.869,708,697,1809,2595,2477,1440
광주,북구,중흥1동,2917051000,4034,2084,1950,-27,0.694,127,141,1369,1039,1048,920
광주,북구,중흥동,2917053500,14830,7662,7168,-28,0.864,912,1062,4620,4319,3107,3113
광주,북구,중앙동,2917055500,3409,1815,1594,16,0.673,212,163,1059,1027,710,737
광주,북구,임동,2917057000,13895,6813,7082,-13,1.269,1343,891,4156,4032,2651,3082
광주,북구,신안동,2917058000,11751,6206,5545,-59,1.157,443,587,3534,3372,2863,2214
광주,북구,용봉동,2917059000,35707,17684,18023,-117,3.187,1623,3092,10520,10481,6963,7054
광주,북구,운암1동,2917060100,17439,8361,9078,-82,0.875,986,2127,3638,5508,3866,3164
광주,북구,운암2동,2917060200,10295,5154,5141,-63,1.404,310,740,2074,2913,3247,1531
광주,북구,운암3동,2917060300,19282,9344,9938,1431,1.282,1886,2073,5338,5938,3445,4157
광주,북구,동림동,2917061500,20857,10128,10729,-80,3.279,1316,1876,4805,6887,4198,3931
광주,북구,우산동,2917062000,15263,7441,7822,-23,0.92,1165,1339,3220,4458,3941,2716
광주,북구,풍향동,2917063500,4855,2419,2436,-44,0.607,320,440,996,1607,1139,846
광주,북구,문화동,2917065000,22111,10781,11330,-73,3.162,1686,1696,5265,6580,5064,4109
광주,북구,문흥1동,2917065600,14094,6784,7310,-54,2.232,592,1524,2910,4332,3341,2315
광주,북구,문흥2동,2917065700,13899,6561,7338,-56,0.665,523,1089,3483,4055,3505,2514
광주,북구,두암1동,2917066100,6662,3305,3357,-29,0.533,146,403,1385,1815,2231,923
광주,북구,두암2동,2917066200,13932,6834,7098,-29,1.588,383,999,2737,4088,4218,2077
광주,북구,두암3동,2917066300,11449,5467,5982,-61,1.384,203,545,1867,2937,4559,1336
광주,북구,삼각동,2917066600,12733,6608,6125,-45,3.293,657,1308,3005,4324,2283,2261
광주,북구,일곡동,2917066900,26644,12974,13670,-39,3.061,1321,3548,6225,9485,3874,5031
광주,북구,매곡동,2917067300,12521,5997,6524,-49,1.746,727,1379,2788,4083,2503,2281
광주,북구,오치1동,2917067600,9669,4932,4737,-34,2.292,299,749,2305,2983,2381,1592
광주,북구,오치2동,2917067700,10968,5369,5599,-16,0.615,301,605,2382,3060,3453,1634
광주,북구,석곡동,2917068500,2119,1084,1035,-9,48.443,36,92,251,462,963,178
광주,북구,건국동,2917069500,22234,11160,11074,4,26.637,1987,2704,5281,7621,3146,4441
광주,북구,양산동,2917069600,34630,17405,17225,105,5.956,2320,3702,8534,11931,5686,6857
광주,북구,신용동,2917069700,31501,15579,15922,-69,1.94,3076,4458,7815,11640,2900,7142
광주,광산구,송정1동,2920051500,9674,4956,4718,-16,1.473,345,850,2234,3144,2224,1554
광주,광산구,송정2동,2920052500,5811,2943,2868,8,1.33,240,290,1459,1613,1680,945
광주,광산구,도산동,2920054000,13825,6989,6836,-55,3.999,836,1290,3338,4578,2638,2490
광주,광산구,신흥동,2920055000,3948,1968,1980,4,5.437,174,331,816,1183,1095,622
광주,광산구,어룡동,2920056500,36253,18641,17612,-90,17.36,3411,4140,10179,12363,4738,7901
광주,광산구,우산동,2920058000,27509,14047,13462,-17,4.559,1934,1963,7316,8697,5265,5168
광주,광산구,월곡1동,2920060000,9021,4559,4462,-48,0.64,374,769,2097,2759,1984,1447
광주,광산구,월곡2동,2920061000,13768,6896,6872,-30,1.043,617,1391,3195,4730,2499,2425
광주,광산구,비아동,2920062000,7062,3717,3345,-10,4.31,369,758,1397,2652,1234,1140
광주,광산구,첨단1동,2920062400,26761,13285,13476,-131,2.44,1584,2852,7680,8894,3287,5493
광주,광산구,첨단2동,2920062600,39981,20233,19748,-104,3.589,2293,4446,12308,13882,4090,8737
광주,광산구,신가동,2920063000,18238,9231,9007,-34,1.454,1351,2577,4415,7009,1794,3758
광주,광산구,운남동,2920063500,27766,13487,14279,-74,2.738,1480,3140,6791,9946,4110,5543
광주,광산구,수완동,2920063700,72079,35472,36607,-200,4.567,5408,13000,16643,27900,5664,15991
광주,광산구,하남동,2920064000,26630,13876,12754,6,15.663,2037,3402,7169,9511,2653,5627
광주,광산구,임곡동,2920065000,1811,960,851,-4,29.53,27,97,172,395,902,101
광주,광산구,동곡동,2920066000,1538,805,733,-14,16.116,18,49,169,348,786,108
광주,광산구,평동,2920067000,4900,2732,2168,-17,28.889,233,195,1039,1406,1547,609
광주,광산구,삼도동,2920068000,1995,1047,948,-3,38.643,26,99,194,421,989,121
광주,광산구,본량동,2920069000,1770,909,861,-1,33.217,19,61,156,435,911,124
광주,광산구,신창동,2920070000,32866,16847,16019,-4,4.092,2228,4642,8920,12540,2798,7203
대전,동구,중앙동,3011051500,3218,1834,1384,-33,1.297,45,83,454,788,1437,278
대전,동구,효동,3011053000,29279,14438,14841,-15,2.073,2577,3387,6766,9683,5119,5846
대전,동구,신인동,3011054500,14621,7101,7520,-23,0.819,986,1081,3455,4356,3627,2621
대전,동구,판암1동,3011055100,11527,5499,6028,-41,6.004,481,759,2290,3301,3645,1732
대전,동구,판암2동,3011055200,7567,3646,3921,-8,0.757,130,260,1087,1826,3461,778
대전,동구,용운동,3011056000,20743,10493,10250,-76,3.481,1169,1624,5951,5952,4414,3941
대전,동구,대동,3011058500,13274,6605,6669,-32,0.766,841,1454,2743,4235,2988,2310
대전,동구,자양동,3011059000,10864,5740,5124,-25,1.154,187,1085,4099,2316,2440,2109
대전,동구,가양1동,3011062000,12660,6618,6042,10,0.936,371,1009,2928,3811,3558,1971
대전,동구,가양2동,3011063000,18064,9084,8980,-36,1.763,562,1552,4733,5281,4395,3240
대전,동구,용전동,3011064000,19551,10127,9424,-38,1.225,577,1303,6436,5684,3968,4055
대전,동구,성남동,3011066500,10244,5042,5202,-25,0.876,451,723,1995,3055,3068,1561
대전,동구,홍도동,3011067000,10766,5534,5232,-8,0.649,356,666,3392,2915,2540,2103
대전,동구,삼성동,3011069500,12999,6567,6432,127,1.317,563,968,2533,4008,4106,1940
대전,동구,대청동,3011072500,2067,1087,980,-3,62.925,25,84,230,459,983,141
대전,동구,산내동,3011074000,20807,10473,10334,-28,49.701,1306,2516,3827,6904,4834,3462
대전,중구,은행선화동,3014053500,24127,12105,12022,-17,1.441,2503,1983,7485,7490,3432,5744
대전,중구,목동,3014055000,17246,8157,9089,13,0.704,1541,2694,3919,6035,2147,3758
대전,중구,중촌동,3014056000,14885,7232,7653,-10,1.294,979,1072,3600,4556,3547,2729
대전,중구,대흥동,3014057500,11997,5834,6163,-42,1.203,463,965,3858,3427,2529,2849
대전,중구,문창동,3014060500,4024,2084,1940,-22,0.488,90,223,639,1122,1547,451
대전,중구,석교동,3014062000,13394,6772,6622,-36,3.968,291,774,2238,3734,4958,1584
대전,중구,대사동,3014063000,5135,2464,2671,-17,2.325,93,222,1571,1171,1652,1039
대전,중구,부사동,3014064000,5800,2944,2856,-4,1.084,143,352,1001,1632,2036,719
대전,중구,용두동,3014065500,9774,4761,5013,17,0.746,466,705,3192,2834,1997,2243
대전,중구,오류동,3014067000,9757,4542,5215,-4,0.652,431,594,2451,2814,2659,1840
대전,중구,태평1동,3014068000,11965,5725,6240,-32,0.502,590,1258,2336,4078,2759,2104
대전,중구,태평2동,3014069000,23110,10952,12158,-40,0.949,1071,2462,4152,7404,6038,3674
대전,중구,유천1동,3014070000,5721,2893,2828,-16,0.592,184,241,1311,1718,1730,925
대전,중구,유천2동,3014071000,12302,6033,6269,-4,0.658,428,816,2661,3416,3957,1950
대전,중구,문화1동,3014072000,20069,9625,10444,-4,2.214,1068,2374,4209,6540,4440,3727
대전,중구,문화2동,3014073000,10855,5197,5658,-36,1.279,252,741,1975,3185,3589,1469
대전,중구,산성동,3014074000,24112,12185,11927,-54,41.435,681,1717,4226,7264,7709,3191
대전,서구,복수동,3017051000,20306,10042,10264,-115,1.867,1139,2611,4438,6982,3692,3791
대전,서구,도마1동,3017052000,17842,8917,8925,-99,1.287,960,1149,4939,4689,4623,3243
대전,서구,도마2동,3017053000,20020,9960,10060,705,2.158,1226,1465,5051,5880,5277,3580
대전,서구,정림동,3017053500,15145,7256,7889,629,6.452,652,1217,2972,4657,4454,2373
대전,서구,변동,3017054000,12095,6086,6009,-7,1.505,434,864,2468,3672,3492,1864
대전,서구,용문동,3017055000,19204,9323,9881,27,0.986,1435,1278,6441,5784,3212,4666
대전,서구,탄방동,3017055500,31199,15105,16094,4,1.592,1894,2748,11019,9635,4145,8187
대전,서구,괴정동,3017056000,18138,8858,9280,-1,1.226,533,1196,7707,4983,2740,5090
대전,서구,가장동,3017057000,10238,4902,5336,-19,0.634,420,866,2331,3156,2675,1824
대전,서구,내동,3017057500,21411,10188,11223,-63,1.01,1023,2155,4676,6780,4991,3830
대전,서구,갈마1동,3017058100,20566,10416,10150,-6,1.432,607,1287,7413,5681,4119,4613
대전,서구,갈마2동,3017058200,22992,11562,11430,-19,0.809,827,1539,9021,6686,3403,5736
대전,서구,월평1동,3017058600,11017,6035,4982,9,3.126,242,477,4965,2818,1832,2558
대전,서구,월평2동,3017058700,13158,6237,6921,-5,0.551,493,1061,2577,3739,3968,1966
대전,서구,월평3동,3017058800,19545,9513,10032,-36,0.725,1215,2195,4354,6090,3936,3577
대전,서구,가수원동,3017059000,9837,4840,4997,-28,4.651,332,812,1961,2919,2876,1474
대전,서구,도안동,3017059300,36465,17851,18614,-33,5.171,4101,5384,9739,12521,2962,8938
대전,서구,관저1동,3017059600,14336,6678,7658,-38,1.006,702,1343,4262,4230,2560,3186
대전,서구,관저2동,3017059700,46929,22731,24198,-109,4.477,3578,5981,12188,16461,5731,10253
대전,서구,기성동,3017060000,3192,1656,1536,-14,48.967,46,118,340,796,1493,272
대전,서구,둔산1동,3017063000,16268,8031,8237,15,0.932,1240,3297,2461,6456,2079,3270
대전,서구,둔산2동,3017064000,34065,16280,17785,-15,2.473,2370,3302,10194,11069,4825,7985
대전,서구,만년동,3017065000,11852,6077,5775,-17,1.814,580,989,4192,3488,1695,2562
대전,서구,둔산3동,3017066000,18539,8869,9670,-7,0.677,869,2580,3579,6184,4038,3358
대전,유성구,진잠동,3020052000,24808,12551,12257,-30,40.39,1513,2428,6776,9114,5306,4943
대전,유성구,학하동,3020052600,21421,11170,10251,99,13.505,1824,1794,6831,6420,3054,4530
대전,유성구,상대동,3020052700,25066,12159,12907,-3,2.437,2423,3684,5194,8912,3177,5196
대전,유성구,온천1동,3020053000,26676,13928,12748,-3,4.541,583,854,12090,6584,4682,6897
대전,유성구,온천2동,3020054000,40814,21516,19298,-91,7.537,2451,3234,16340,10160,6107,9364
대전,유성구,노은1동,3020054600,20564,10268,10296,22,10.455,1436,2624,5554,6891,2825,4393
대전,유성구,노은2동,3020054700,22953,11266,11687,-3,13.256,1438,2816,5428,7988,3647,4535
