시도,시군구,행정동,행정동코드,인구,남,여,최근증감,면적_km2,인구_0~9,인구_10~19,인구_20~39,인구_40~59,인구_65+,인구_여20~49
경기,시흥시,장곡동,4139063100,46719,23387,23332,2,3.72,5594,5475,12450,15578,4856,10489
경기,시흥시,능곡동,4139064000,25944,12814,13130,-27,4.101,2179,2661,6787,8782,3694,5438
경기,시흥시,거북섬동,4139065000,11817,7274,4543,487,6.371,1507,815,4088,4742,577,2577
경기,군포시,군포1동,4141051000,29980,15734,14246,-27,3.313,1144,2073,7994,9430,6425,5235
경기,군포시,군포2동,4141052000,40293,19917,20376,-62,3.207,2026,4244,9458,13112,7768,7441
경기,군포시,산본1동,4141054000,14134,7275,6859,-32,0.736,354,545,3808,3864,4093,2214
경기,군포시,산본2동,4141055000,24599,11902,12697,-48,1.196,1326,2343,5814,7664,5266,4625
경기,군포시,금정동,4141056000,18444,9678,8766,-23,1.138,630,1121,5273,5682,3950,3385
경기,군포시,재궁동,4141057000,16819,7944,8875,-20,0.859,613,996,4801,4867,4111,3370
경기,군포시,오금동,4141058000,19460,9357,10103,-19,1.013,966,1593,5491,6247,3700,4086
경기,군포시,수리동,4141059000,14753,6960,7793,-28,2.801,545,1179,3515,4582,3679,2692
경기,군포시,궁내동,4141060000,19196,9330,9866,-14,1.615,1051,2584,4077,6822,3200,3620
경기,군포시,대야동,4141061000,8904,4436,4468,-7,12.415,393,742,1961,2790,2102,1470
경기,군포시,광정동,4141062000,22757,11030,11727,-26,1.734,1002,2035,5917,7328,4780,4372
경기,군포시,송부동,4141063000,20123,9935,10188,-2,5.705,1672,2345,4608,6848,3204,4202
경기,의왕시,고천동,4143051000,17719,8933,8786,86,8.862,2065,1064,6298,4357,3044,4194
경기,의왕시,부곡동,4143052000,28551,14360,14191,-8,11.152,2041,2187,7274,8545,6185,5271
경기,의왕시,오전동,4143053000,32595,16024,16571,-33,7.409,1694,3093,7340,10362,7211,5817
경기,의왕시,내손1동,4143054000,19590,9573,10017,-6,1.929,1048,1690,4852,5890,4100,3632
경기,의왕시,내손2동,4143055000,28131,13781,14350,1174,1.433,2646,2590,8860,9438,4790,6736
경기,의왕시,청계동,4143056000,37635,18349,19286,-63,22.942,2249,2892,8941,11687,8132,6829
경기,하남시,천현동,4145051000,5681,3112,2569,-6,34.911,141,302,1110,1662,1847,744
경기,하남시,신장1동,4145052000,7020,3609,3411,17,0.2,210,317,2152,2039,1732,1379
경기,하남시,신장2동,4145053000,44702,21966,22736,-2,4.191,2951,3651,10414,13382,10908,8307
경기,하남시,덕풍1동,4145054000,13865,6990,6875,-36,0.842,614,803,3118,4036,3972,2242
경기,하남시,덕풍2동,4145055000,17186,8549,8637,44,0.552,812,884,4027,4888,4896,2886
경기,하남시,덕풍3동,4145056000,27533,13639,13894,-53,2.131,1751,2549,6150,8980,6026,4982
경기,하남시,감북동,4145058000,3227,1774,1453,9,4.412,115,143,859,938,831,509
경기,하남시,감일동,4145058200,39544,19684,19860,-32,6.128,4991,4689,9762,13660,4551,9177
경기,하남시,위례동,4145058500,35235,17307,17928,10,4.379,3740,4744,7593,12983,3958,7880
경기,하남시,춘궁동,4145059000,728,462,266,-23,14.47,15,21,115,199,233,61
경기,하남시,초이동,4145060000,2855,1625,1230,3,6.287,111,118,659,765,864,376
경기,하남시,미사1동,4145061000,54138,26579,27559,10,6.85,3300,5213,19311,17894,6070,15192
경기,하남시,미사2동,4145062000,46323,22585,23738,-7,5.199,3813,6529,9159,17051,7226,9840
경기,하남시,미사3동,4145063000,29458,14495,14963,-10,2.666,2723,4065,6302,10901,3801,6588
경기,용인시 처인구,포곡읍,4146125000,30921,16041,14880,22,41.536,1131,3195,7298,10614,6117,5273
경기,용인시 처인구,모현읍,4146125300,34670,17858,16812,77,50.105,2374,2920,8395,11629,6744,6509
경기,용인시 처인구,이동읍,4146125600,18609,9590,9019,-37,75.783,735,1491,3543,6020,4786,2625
경기,용인시 처인구,남사읍,4146125900,23431,11865,11566,-2,58.235,1997,3084,4114,7964,4686,4245
경기,용인시 처인구,양지읍,4146126200,21920,11431,10489,193,57.488,1113,2797,5112,6950,4549,3683
경기,용인시 처인구,원삼면,4146134000,7657,4032,3625,194,59.895,163,1041,1197,2050,2711,834
경기,용인시 처인구,백암면,4146135000,7721,4335,3386,178,65.497,137,690,1157,1991,2996,673
경기,용인시 처인구,중앙동,4146151000,26751,13501,13250,22,7.928,1303,2099,7662,8155,5315,5181
경기,용인시 처인구,역북동,4146152500,34587,17422,17165,-29,5.848,2691,3615,10785,10998,4527,7917
경기,용인시 처인구,삼가동,4146152600,16248,8127,8121,206,6.368,884,1361,4715,5355,2743,3187
경기,용인시 처인구,유림1동,4146153500,13347,6770,6577,-23,7.052,741,1635,3596,4523,2573,2583
경기,용인시 처인구,유림2동,4146153600,38270,19221,19049,65,6.26,3774,4287,9773,13743,4571,8269
경기,용인시 처인구,동부동,4146154000,12259,6321,5938,-7,24.017,408,851,2657,3877,3248,1838
경기,용인시 기흥구,신갈동,4146351000,36053,17981,18072,12,4.607,2114,3069,10001,11490,6814,7357
경기,용인시 기흥구,영덕1동,4146351600,34242,16955,17287,58,3.983,2476,3846,8573,12385,4600,7122
경기,용인시 기흥구,영덕2동,4146351700,19118,9406,9712,28,4.656,1654,1487,5218,6314,3111,4064
경기,용인시 기흥구,구갈동,4146352000,39904,20190,19714,67,4.14,2488,3468,12191,13461,5718,9021
경기,용인시 기흥구,상갈동,4146353000,12491,6446,6045,8,1.952,564,900,3616,4004,2460,2431
경기,용인시 기흥구,보라동,4146353500,32352,15947,16405,-1,10.166,1708,3884,7003,11405,6171,5968
경기,용인시 기흥구,기흥동,4146354000,20653,10218,10435,15,11.61,942,1866,4688,6839,4562,3626
경기,용인시 기흥구,서농동,4146355000,24510,12418,12092,-9,5.569,1799,2946,7543,7833,2946,5530
경기,용인시 기흥구,구성동,4146356000,38279,18305,19974,-22,6.666,1827,4211,7762,12986,8827,6703
경기,용인시 기흥구,마북동,4146357000,33572,16405,17167,40,5.229,1917,2990,8105,10846,7244,6356
경기,용인시 기흥구,동백1동,4146357200,30796,14734,16062,28,4.121,1775,4857,6256,11800,4424,6169
경기,용인시 기흥구,동백2동,4146357500,25989,12731,13258,-19,4.831,1198,4095,5334,9944,3836,5026
경기,용인시 기흥구,동백3동,4146357700,27683,13482,14201,19,1.454,2305,3774,5966,9550,4844,5697
경기,용인시 기흥구,상하동,4146358600,22794,10984,11810,17,5.677,966,2156,5216,7574,4910,4042
경기,용인시 기흥구,보정동,4146359000,36154,17690,18464,-14,6.75,2223,4605,7649,13045,6453,7124
경기,용인시 수지구,풍덕천1동,4146551000,30360,15256,15104,-512,1.625,1852,2915,8974,9251,5245,6418
경기,용인시 수지구,풍덕천2동,4146552000,41237,20288,20949,23,1.818,3675,5952,10463,14875,4404,9628
경기,용인시 수지구,신봉동,4146553000,40975,19772,21203,10,6.503,2843,5544,8417,14709,7002,8160
경기,용인시 수지구,죽전1동,4146554000,28915,13983,14932,12,2.296,1710,3218,6890,9666,5366,5737
경기,용인시 수지구,죽전2동,4146555000,16998,8267,8731,-8,1.187,1049,1323,5159,5236,2969,3773
경기,용인시 수지구,죽전3동,4146555500,26370,12805,13565,-1,2.242,1500,2959,7332,8691,4311,5766
경기,용인시 수지구,동천동,4146556000,50868,24964,25904,68,16.43,4110,6006,11897,17808,8005,10973
경기,용인시 수지구,상현1동,4146557000,19571,9334,10237,2,0.865,1646,2637,4271,6894,3125,4134
경기,용인시 수지구,상현2동,4146558000,32390,15687,16703,-25,1.566,2443,4199,7100,11269,5589,6719
경기,용인시 수지구,상현3동,4146558500,27144,13065,14079,-38,2.565,1944,3292,7380,9195,3830,6366
경기,용인시 수지구,성복동,4146559000,54402,26184,28218,-99,5.008,4053,7395,10117,19366,10495,10578
경기,파주시,문산읍,4148025000,47934,24578,23356,0,46.437,3194,5229,10902,14952,9970,8312
경기,파주시,파주읍,4148025300,13185,7035,6150,-14,31.661,365,731,2406,4002,4213,1670
경기,파주시,법원읍,4148025600,9034,4791,4243,-1,72.049,161,428,1586,2297,3434,935
경기,파주시,조리읍,4148026200,27333,13800,13533,43,26.684,866,2308,4865,8591,7775,3778
경기,파주시,월롱면,4148031000,7447,4812,2635,-50,27.353,82,206,2349,2214,1880,861
경기,파주시,탄현면,4148032000,14263,7585,6678,68,58.749,438,873,2729,4769,3992,1992
경기,파주시,광탄면,4148035000,9962,5447,4515,-8,65.917,246,485,1630,2634,3758,1015
경기,파주시,파평면,4148036000,3369,1753,1616,-3,42.041,35,124,451,760,1517,270
경기,파주시,적성면,4148037000,6351,3452,2899,-1,88.195,294,341,1397,1433,2211,741
경기,파주시,장단면,4148039000,695,385,310,3,144.22,12,42,107,190,264,57
경기,파주시,금촌1동,4148051000,21970,11852,10118,-12,4.587,613,1173,5788,6877,5467,3637
경기,파주시,금촌2동,4148052000,29687,14344,15343,-30,2.696,1425,3507,6463,10213,5703,5452
경기,파주시,금촌3동,4148053000,24029,12133,11896,-10,16.643,1091,2322,5399,7948,5177,4071
경기,파주시,교하동,4148054000,6945,3739,3206,-23,28.143,185,404,1284,2145,2128,898
경기,파주시,운정1동,4148055000,58509,28645,29864,123,5.33,4567,6748,15572,20558,7635,13089
경기,파주시,운정2동,4148056000,63961,30918,33043,72,3.212,5652,9417,14623,23178,7802,14168
경기,파주시,운정3동,4148057000,67087,32688,34399,-8,3.932,4777,9004,15593,24697,9025,14441
경기,파주시,운정4동,4148058000,24321,11943,12378,76,6.585,1226,1896,6318,9147,3978,5089
경기,파주시,운정5동,4148059000,58459,29106,29353,727,5.424,6349,7071,16194,20292,6068,13462
경기,파주시,운정6동,4148060000,38846,19376,19470,311,2.938,6549,3907,13497,12282,3542,10770
경기,이천시,장호원읍,4150025000,13953,7114,6839,-14,60.411,610,1146,2606,3870,4425,1901
경기,이천시,부발읍,4150025300,36009,19266,16743,-80,42.226,1792,3812,9833,12102,5525,6702
경기,이천시,신둔면,4150031000,13846,7331,6515,-20,36.304,578,1159,2777,4321,3501,2019
경기,이천시,백사면,4150032000,12639,6410,6229,-3,32.279,609,874,2617,3921,3228,2013
경기,이천시,호법면,4150033000,5968,3236,2732,540,37.658,136,1176,1115,1561,1760,707
경기,이천시,마장면,4150034000,16565,8960,7605,366,51.085,1377,2228,4948,4739,2760,3280
경기,이천시,대월면,4150035000,14876,7906,6970,-26,31.112,839,1092,5019,4205,2608,3140
경기,이천시,모가면,4150036000,3960,2159,1801,-5,40.599,53,138,570,988,1712,350
경기,이천시,설성면,4150037000,4152,2228,1924,-30,51.751,66,146,520,950,1907,306
경기,이천시,율면,4150038000,2394,1238,1156,-1,36.119,37,75,247,498,1274,143
경기,이천시,창전동,4150051000,14995,7661,7334,-53,1.099,431,1141,3888,4375,3635,2438
경기,이천시,증포동,4150051500,56430,28187,28243,-68,8.862,4550,7911,14127,19797,6070,12016
경기,이천시,중리동,4150052000,17717,9947,7770,500,22.287,1573,1397,7252,5751,3493,3937
경기,이천시,관고동,4150053000,11236,5793,5443,-1,7.352,704,819,2874,3490,2384,2012
경기,안성시,공도읍,4155025000,70901,35917,34984,257,32.981,4740,7910,17939,25385,10649,14382
경기,안성시,보개면,4155031000,4707,2464,2243,-1,52.943,77,226,622,1120,2079,434
경기,안성시,금광면,4155032000,6715,3356,3359,1,71.346,182,427,1054,1860,2441,797
경기,안성시,서운면,4155033000,2913,1561,1352,-5,37.065,37,81,368,686,1356,209
경기,안성시,미양면,4155034000,5209,2863,2346,-10,32.85,101,190,763,1474,2059,494
경기,안성시,대덕면,4155035000,14188,8093,6095,-15,29.836,645,1016,3759,4731,2951,2423
경기,안성시,양성면,4155036000,4797,2535,2262,11,52.904,71,189,633,1232,2148,421
경기,안성시,원곡면,4155038000,6308,3603,2705,-17,38.06,236,336,1315,2126,1655,828
경기,안성시,일죽면,4155039000,6915,3626,3289,-37,55.521,156,453,867,1727,2988,607
경기,안성시,죽산면,4155040000,6638,3578,3060,-10,56.862,110,500,967,1819,2594,637
경기,안성시,삼죽면,4155041000,3813,1934,1879,4,39.049,48,510,994,772,1386,580
경기,안성시,고삼면,4155042000,1748,929,819,-6,27.621,31,59,251,399,786,151
경기,안성시,안성1동,4155051000,10749,5397,5352,-35,6.773,351,828,2089,3157,3277,1473
경기,안성시,안성2동,4155052000,26300,13475,12825,-1,9.568,1667,2617,7199,8444,4511,5147
경기,안성시,안성3동,4155053000,26884,13529,13355,18,8.293,1690,2816,6934,8526,4875,5027
경기,김포시,통진읍,4157025000,34564,18320,16244,-10,28.991,1795,2653,7396,10601,8730,5235
경기,김포시,고촌읍,4157025300,51937,25795,26142,46,24.851,4803,7108,10433,18932,7861,11138
경기,김포시,양촌읍,4157025600,30457,16076,14381,-19,35.699,1451,2592,6659,9568,7578,5039
경기,김포시,대곶면,4157034000,8878,5164,3714,-3,47.192,211,365,1232,2618,3241,823
경기,김포시,월곶면,4157035000,5118,2849,2269,5,49.736,81,173,687,1301,2203,450
경기,김포시,하성면,4157036000,7503,4069,3434,-12,54.693,156,378,970,1921,3065,692
경기,김포시,김포본동,4157051500,56706,27682,29024,-87,10.625,3654,5862,12445,19272,10874,10708
경기,김포시,장기본동,4157052500,38492,18670,19822,37,2.463,2676,6023,7916,14468,5357,8053
경기,김포시,사우동,4157054000,20516,10202,10314,-24,3.306,854,1782,4530,6857,4580,3600
경기,김포시,풍무동,4157055000,59521,28741,30780,29,4.653,4226,6887,14550,20243,9774,13011
경기,김포시,장기동,4157056000,40257,19686,20571,-41,4.242,3307,5906,8204,15089,5645,8535
경기,김포시,구래동,4157057000,45851,22919,22932,61,2.087,4058,5461,13768,15649,4997,11576
경기,김포시,마산동,4157057500,35467,17458,18009,-7,3.149,3672,4570,7901,12527,5166,7946
경기,김포시,운양동,4157058000,48775,23710,25065,20,7.481,4489,7061,9815,18549,6413,10986
경기,화성시 만세구,우정읍,4159125000,16593,9232,7361,-1,60.635,423,1172,2779,5511,4852,1860
경기,화성시 만세구,향남읍,4159125300,84784,45831,38953,-7,50.044,5804,10836,22047,30825,10519,16921
경기,화성시 만세구,남양읍,4159125600,60444,32632,27812,16,67.624,4673,5149,17217,19248,9762,11452
경기,화성시 만세구,마도면,4159131000,6400,3863,2537,-37,33.009,111,267,1081,2005,2121,597
경기,화성시 만세구,송산면,4159132000,10170,5606,4564,-8,57.719,255,563,1494,2894,3760,962
경기,화성시 만세구,서신면,4159133000,6980,3907,3073,-16,45.107,100,259,854,1789,2924,521
경기,화성시 만세구,팔탄면,4159134000,9163,5555,3608,-28,50.334,149,343,1442,2835,3071,758
경기,화성시 만세구,장안면,4159135000,9222,5352,3870,-10,68.582,205,483,1355,2744,3327,839
경기,화성시 만세구,양감면,4159136000,3669,2280,1389,-8,30.375,55,114,537,1032,1408,256
경기,화성시 만세구,새솔동,4159151000,27057,13565,13492,-18,3.249,3543,4063,5973,10158,1920,6069
경기,화성시 효행구,봉담읍,4159325000,112251,56789,55462,635,42.893,10601,12461,30582,37580,14780,24414
경기,화성시 효행구,매송면,4159331000,6163,3313,2850,-31,26.37,109,278,1114,1729,2161,690
경기,화성시 효행구,비봉면,4159332000,16490,9038,7452,14,38.539,1526,797,5277,4493,3213,3343
경기,화성시 효행구,정남면,4159333000,10097,5908,4189,-45,40.636,207,487,1810,3180,3252,1034
경기,화성시 효행구,기배동,4159351000,15480,7733,7747,-67,4.178,951,1655,3703,5435,2555,2873
경기,화성시 병점구,진안동,4159551000,50221,27155,23066,72,6.792,4523,4446,16121,16953,5645,10903
경기,화성시 병점구,병점1동,4159552000,36248,18590,17658,42,1.502,2561,3605,11947,11541,4607,8305
경기,화성시 병점구,병점2동,4159553000,21973,10581,11392,14,1.006,1050,3216,5261,8059,3124,4544
경기,화성시 병점구,반월동,4159554000,37268,18841,18427,-11,3.882,4027,4910,10243,12619,3507,8604
경기,화성시 병점구,화산동,4159555000,29084,15266,13818,-22,11.788,2034,2325,7956,9606,5178,5574
경기,화성시 동탄구,동탄1동,4159751000,49944,25703,24241,-30,5.006,4153,6373,16478,17203,3476,12201
경기,화성시 동탄구,동탄2동,4159752000,33761,16538,17223,25,2.462,2213,6214,6956,13337,3271,7243
경기,화성시 동탄구,동탄3동,4159753000,39932,20600,19332,97,1.919,3215,5253,13136,13327,3441,9515
경기,화성시 동탄구,동탄4동,4159754000,52618,26299,26319,-6,4.211,5791,10042,11652,20671,2580,12652
경기,화성시 동탄구,동탄5동,4159755000,47852,24069,23783,-20,11.275,4848,5586,15705,15525,4285,12469
경기,화성시 동탄구,동탄6동,4159756000,46875,23868,23007,155,9.337,4401,6021,16145,15892,2843,12480
경기,화성시 동탄구,동탄7동,4159757000,57365,28831,28534,72,4.721,6220,8300,15835,20298,4330,14194
경기,화성시 동탄구,동탄8동,4159758000,40509,20265,20244,126,6.533,6173,5436,10827,14101,2630,10308
경기,화성시 동탄구,동탄9동,4159759000,60133,30182,29951,130,9.994,7936,7840,18565,20470,3894,15587
경기,광주시,초월읍,4161025300,51692,26664,25028,-25,55.088,3282,5174,12119,17684,9831,9580
경기,광주시,곤지암읍,4161025900,20914,11330,9584,-35,76.045,708,1404,4207,6823,5480,3034
경기,광주시,도척면,4161033000,8940,4915,4025,-12,51.513,238,543,1499,2831,2813,1051
경기,광주시,퇴촌면,4161034000,15421,7802,7619,-1,59.971,509,1276,2091,4844,5170,1955
경기,광주시,남종면,4161035000,1347,719,628,-6,47.753,7,38,131,316,710,101
경기,광주시,남한산성면,4161037000,2185,1128,1057,12,32.967,110,133,300,566,843,257
경기,광주시,경안동,4161051000,31651,16154,15497,1316,3.064,2525,2982,8436,10359,5470,6530
경기,광주시,송정동,4161052000,23046,11666,11380,-29,5.06,1412,2063,5619,8332,5000,4460
경기,광주시,쌍령동,4161054000,17068,8528,8540,-73,3.341,1101,1542,4012,5729,3161,3232
경기,광주시,탄벌동,4161055000,42295,21359,20936,-118,16.653,2118,3530,9600,14589,8392,7466
경기,광주시,광남1동,4161056000,31036,15942,15094,-87,26.088,1558,2157,7161,10599,6763,5462
경기,광주시,광남2동,4161057000,32954,16281,16673,-44,2.226,3343,4867,6627,12307,4202,7039
경기,광주시,오포1동,4161058000,30373,15413,14960,-5,15.766,3543,3103,6372,10811,4599,6194
경기,광주시,오포2동,4161059000,31971,16193,15778,-33,15.18,1912,3579,7066,11410,5680,6013
경기,광주시,신현동,4161060000,35740,17742,17998,10,8.098,2138,2709,9137,12821,6403,7555
경기,광주시,능평동,4161061000,22478,11232,11246,-9,7.586,1283,1889,5052,7851,4623,4306
경기,양주시,백석읍,4163025000,25507,12876,12631,7,40.259,785,2045,4698,7881,7423,3521
경기,양주시,은현면,4163031000,4961,2809,2152,-17,34.613,65,195,760,1284,1958,435
경기,양주시,남면,4163032000,5795,3271,2524,0,36.405,174,299,1011,1470,2177,570
경기,양주시,광적면,4163033000,10301,5619,4682,-4,47.882,291,667,1681,3070,3358,1122
경기,양주시,장흥면,4163034000,13550,6766,6784,65,64.172,552,513,2570,3654,4858,1787
경기,양주시,양주1동,4163051000,4457,2316,2141,-3,23.091,74,223,627,1099,1849,446
경기,양주시,양주2동,4163052000,49020,24016,25004,35,19.373,2447,5945,9979,17201,10092,8654
경기,양주시,회천1동,4163053000,10587,5470,5117,19,10.648,593,733,2630,3278,2415,1822
경기,양주시,회천2동,4163054000,46699,23372,23327,23,11.157,4085,3813,12619,14582,8269,9517
경기,양주시,회천3동,4163055000,24649,12186,12463,-3,3.508,1257,2527,5910,8254,4804,4407
경기,양주시,옥정1동,4163057000,42601,21472,21129,30,13.332,4769,4178,12288,14024,5218,9978
경기,양주시,옥정2동,4163058000,59099,29048,30051,98,4.299,7032,8113,15435,21021,5048,14094
경기,포천시,소흘읍,4165025000,42791,21729,21062,10,44.943,1920,3925,8920,13709,9934,6700
경기,포천시,군내면,4165031000,9763,5183,4580,29,35.985,558,642,2127,2916,2589,1517
경기,포천시,내촌면,4165032000,4063,2391,1672,-1,52.753,48,110,545,1096,1636,293
경기,포천시,가산면,4165033000,7460,4358,3102,47,35.683,143,312,1163,2228,2564,718
경기,포천시,신북면,4165034000,10874,6042,4832,-21,95.775,334,620,1927,3059,3643,1207
경기,포천시,창수면,4165035000,1902,1049,853,-6,71.422,20,51,198,426,984,109
경기,포천시,영중면,4165036000,4405,2382,2023,-10,59.697,68,195,528,1068,1977,382
경기,포천시,일동면,4165037000,8655,4564,4091,2,83.816,266,598,1388,2218,3315,969
경기,포천시,이동면,4165038000,5506,3014,2492,-3,113.226,297,252,1487,1076,1894,716
경기,포천시,영북면,4165039000,7212,3906,3306,-32,81.659,409,387,1533,1552,2640,799
경기,포천시,관인면,4165040000,2415,1269,1146,-3,69.716,27,86,231,520,1220,140
경기,포천시,화현면,4165041000,2346,1277,1069,-3,43.239,81,110,433,539,922,276
경기,포천시,포천동,4165051000,19139,9673,9466,-23,11.551,865,1466,4323,5789,4747,3027
경기,포천시,선단동,4165052000,13937,7556,6381,18,23.426,407,858,2840,4578,3598,1917
경기,여주시,가남읍,4167025000,13929,7328,6601,3,75.469,447,968,2466,4296,4272,1846
경기,여주시,점동면,4167031000,4575,2339,2236,-10,71.312,129,207,536,1110,2022,372
경기,여주시,흥천면,4167032000,4821,2566,2255,-1,43.672,97,222,550,1162,2211,396
경기,여주시,금사면,4167033000,2790,1460,1330,-1,41.279,45,102,255,652,1372,182
경기,여주시,세종대왕면,4167034500,5571,2877,2694,-19,53.654,127,290,647,1354,2453,527
경기,여주시,대신면,4167035000,6386,3308,3078,-7,75.183,108,307,747,1418,2999,496
경기,여주시,북내면,4167036000,4534,2369,2165,-22,65.451,75,222,528,1159,1913,373
경기,여주시,강천면,4167037000,4260,2226,2034,4,73.59,68,191,516,1146,1774,395
경기,여주시,산북면,4167038000,2354,1197,1157,1,32.564,57,212,287,589,1062,216
경기,여주시,여흥동,4167051000,20609,10466,10143,-2,40.227,723,1624,4326,6449,5408,3214
경기,여주시,중앙동,4167052000,25390,12696,12694,-4,16.223,1909,2604,6026,8272,4709,4892
경기,여주시,오학동,4167053000,18287,9070,9217,23,15.924,1185,1902,3797,6359,3485,3361
경기,연천군,연천읍,4180025000,8242,4457,3785,-10,87.046,553,416,2368,1777,2504,1204
경기,연천군,전곡읍,4180025300,19475,10007,9468,104,55.398,1035,1782,4240,5627,5175,2993
경기,연천군,군남면,4180031000,2940,1558,1382,18,44.795,39,115,387,613,1405,205
경기,연천군,청산면,4180032000,3909,2087,1822,-11,42.589,82,150,704,881,1616,356
경기,연천군,백학면,4180033000,2465,1314,1151,-9,63.45,39,108,292,581,1156,189
경기,연천군,미산면,4180034000,1698,919,779,4,41.891,26,44,193,341,838,127
경기,연천군,왕징면,4180035000,978,514,464,-11,84.848,11,32,88,198,545,56
경기,연천군,신서면,4180036000,2381,1236,1145,21,150.996,24,86,309,454,1232,152
경기,연천군,중면,4180037000,158,87,71,3,83.962,2,7,32,36,66,17
경기,연천군,장남면,4180038000,731,384,347,0,36.985,10,26,75,151,368,42
경기,가평군,가평읍,4182025000,21142,10734,10408,0,143.732,1001,1727,4082,6151,6235,3101
경기,가평군,설악면,4182031000,10012,5135,4877,13,138.754,421,671,1636,2557,3658,1242
경기,가평군,청평면,4182032500,13115,6681,6434,-3,112.413,324,734,1892,3805,4943,1483
경기,가평군,상면,4182033000,5344,2797,2547,-13,99.61,96,190,690,1270,2388,437
경기,가평군,조종면,4182034500,8965,4742,4223,6,112.535,476,605,1799,2366,2831,1235
경기,가평군,북면,4182035000,3463,1787,1676,-6,229.643,56,154,353,809,1683,258
경기,양평군,양평읍,4183025000,38315,19083,19232,36,42.192,2270,3790,7705,12026,9329,6377
경기,양평군,강상면,4183031000,10088,5034,5054,13,37.375,550,881,1397,3073,3203,1397
경기,양평군,강하면,4183032000,4737,2396,2341,14,41.523,132,164,547,1128,2190,417
경기,양평군,양서면,4183033000,13808,6830,6978,-22,60.42,490,1124,1981,3942,5040,1709
경기,양평군,옥천면,4183034000,7973,4058,3915,-19,65.791,286,541,1112,2181,2931,936
경기,양평군,서종면,4183035000,9794,4899,4895,-3,93.183,382,855,1161,3032,3359,1204
경기,양평군,단월면,4183036000,3840,1983,1857,-9,107.329,56,213,376,963,1750,310
경기,양평군,청운면,4183037000,3639,1883,1756,-6,96.587,52,118,332,832,1851,272
경기,양평군,양동면,4183038000,4425,2246,2179,-4,119.522,78,173,441,939,2186,333
경기,양평군,지평면,4183039500,6535,3327,3208,5,77.219,146,287,634,1483,3144,525
경기,양평군,용문면,4183040000,18651,9407,9244,82,101.99,827,1677,2952,5150,6364,2394
경기,양평군,개군면,4183041000,5017,2575,2442,-11,32.076,115,284,542,1266,2192,451
충북,청주시 상당구,낭성면,4311131000,2052,1070,982,0,59.002,29,53,177,418,1097,121
충북,청주시 상당구,미원면,4311132000,4402,2264,2138,-10,128.456,52,114,378,924,2375,258
충북,청주시 상당구,가덕면,4311133000,3540,1813,1727,-10,48.797,42,108,318,835,1710,234
충북,청주시 상당구,남일면,4311134000,6325,3266,3059,-8,34.578,262,363,1094,1623,2249,730
충북,청주시 상당구,문의면,4311135000,3467,1833,1634,8,93.33,33,119,334,795,1724,222
충북,청주시 상당구,중앙동,4311152500,6256,3061,3195,5,1.829,290,427,1599,1755,1687,1114
충북,청주시 상당구,성안동,4311154500,6115,3078,3037,2,1.269,196,284,1298,1626,2107,895
충북,청주시 상당구,탑대성동,4311162000,11052,5363,5689,10,0.795,571,808,2458,3239,3061,1730
충북,청주시 상당구,영운동,4311167000,9434,4687,4747,-24,0.908,323,614,1793,2906,2896,1334
충북,청주시 상당구,금천동,4311168000,28230,13683,14547,-49,1.437,1478,3182,5896,9535,5907,4956
충북,청주시 상당구,용담.명암.산성동,4311169000,12294,6055,6239,-30,8.474,833,1898,2279,4416,1957,2220
충북,청주시 상당구,용암1동,4311172000,55542,27868,27674,-225,8.869,4002,6470,13504,18861,8440,11009
충북,청주시 상당구,용암2동,4311173000,44370,21836,22534,-15,13.461,4191,4968,11631,14572,5842,9355
충북,청주시 서원구,남이면,4311231000,9579,5067,4512,27,55.907,405,515,1682,2867,2986,1146
충북,청주시 서원구,현도면,4311232000,2885,1515,1370,4,44.253,40,82,269,637,1528,185
충북,청주시 서원구,사직1동,4311251000,3841,1953,1888,-8,1.201,150,232,716,1145,1168,509
충북,청주시 서원구,사직2동,4311252000,10646,5196,5450,-11,0.924,877,1150,2280,3185,2277,1907
충북,청주시 서원구,사창동,4311253000,13890,7143,6747,-65,0.988,356,768,5274,3420,3131,2978
충북,청주시 서원구,모충동,4311254000,21553,10765,10788,-25,1.519,1865,1489,6606,5734,4368,4389
충북,청주시 서원구,산남동,4311255000,24125,12106,12019,-39,3.609,1298,3116,5695,8752,3451,4603
충북,청주시 서원구,분평동,4311256000,26912,12898,14014,-104,6.168,1245,2999,6150,9329,4956,4779
충북,청주시 서원구,수곡1동,4311257000,12201,6169,6032,-36,1.1,296,705,2806,3357,3860,1787
충북,청주시 서원구,수곡2동,4311258000,14374,7128,7246,-4,0.824,567,1082,2830,4119,4287,2016
충북,청주시 서원구,성화.개신.죽림동,4311259000,47773,23648,24125,624,6.393,2644,4996,13178,15754,8071,9710
충북,청주시 흥덕구,오송읍,4311325000,49405,24832,24573,84,39.469,5437,4124,17741,14484,5313,12430
충북,청주시 흥덕구,강내면,4311331000,10593,5492,5101,-4,29.327,445,937,2374,3200,2640,1681
충북,청주시 흥덕구,옥산면,4311332000,16837,8605,8232,35,66.207,1583,1425,3793,5374,3313,3093
충북,청주시 흥덕구,운천.신봉동,4311370000,13330,6541,6789,-71,2.126,417,969,2763,4088,3650,1986
충북,청주시 흥덕구,복대1동,4311374100,49953,25807,24146,-147,2.604,4508,6416,14233,17909,5149,11004
